Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90121871,MMC- Clayton,2,0,0,2.032283186,0.05996037,0.047526185
90122677,Casey,2,0,0,2.090561053,0.092121822,0.030958676
90122677,MMC- Clayton,32,8,25,32.05869784,8.064701098,25.04511829
90123231,Casey,7,0,0,7.052549559,0.05808458,0.038952354
90123234,Casey,1,0,0,1.049369196,0.043413721,0.016205786
90123243,Casey,3,0,0,3.053667088,0.071185906,0.085565184
90123249,MMC- Clayton,8,0,0,8.093486018,0.020021071,0.032019121
90123255,Casey,3,0,0,3.011957422,0.094135765,0.04103742
90123258,Casey,3,0,0,3.033564748,0.052529523,-0.002087452
90123261,Casey,3,0,0,3.048394533,0.054666578,0.031661662
90123262,Casey,8,4,50,8.05365892,4.077364457,50.08615431
90123265,Casey,5,0,0,5.011600873,0.024838241,0.005622001
90123274,Casey,5,0,0,5.025250693,0.024739933,0.059416967
90123274,Dandenong,4,0,0,4.085843476,0.004635359,-0.004063871
90123284,Casey,4,0,0,4.073018545,0.086969653,0.033493817
90123295,Casey,1,0,0,1.015191211,0.067062643,0.086311188
90123296,Casey,3,0,0,2.999017519,0.021224717,0.048326499
90123301,Casey,4,0,0,4.092741127,0.091858818,0.038619099
90123309,MMC- Clayton,3,0,0,3.002875401,0.046051166,0.067814118
90123323,Casey,4,0,0,4.089322151,0.063761276,0.0637301
90123332,Casey,1,0,0,1.047717545,0.058154088,0.017656607
90123339,Dandenong,2,0,0,2.053138603,0.080844913,0.026675806
90123339,MMC- Clayton,16,3,18,16.00046609,3.04969626,18.08803457
90124199,Casey,5,0,0,5.066003794,0.039278635,0.036054618
90124202,Casey,8,0,0,8.057858965,0.071935084,0.081423148
90124202,Dandenong,7,0,0,7.071036855,0.030132713,0.055378467
90124438,Casey,14,0,0,14.05507802,0.04663703,0.024844819
90124438,Dandenong,1,0,0,1.059466623,0.070333557,0.06618397
90124438,MMC- Clayton,21,0,0,21.09194602,0.031184215,0.018675117
90124439,Casey,10,0,0,10.07620342,0.015672712,0.063349307
90124439,Dandenong,4,0,0,4.076494507,0.058939803,0.002036627
90124440,Casey,26,0,0,26.0351111,0.073363652,0.038367608
90124441,Casey,7,0,0,7.004261384,0.071264425,0.088004607
90124443,Casey,3,0,0,3.065438202,0.002022523,0.053350132
90124445,Casey,6,0,0,6.041148569,0.051054945,0.074442182
90124446,Casey,6,0,0,6.02298419,0.065864205,0.00655317
90124446,Dandenong,1,0,0,0.996046427,0.046689804,0.04119012
90124447,Casey,7,0,0,7.042000976,0.035253936,0.01357078
90124447,Dandenong,5,0,0,5.064668929,0.079983892,0.047116461
90124449,Casey,2,0,0,2.060277049,0.078653609,0.089793274
90124449,Dandenong,10,4,40,10.01410124,4.030551767,40.01453503
90124459,Dandenong,2,0,0,2.055695477,0.06454814,0.086333731
90124476,MMC- Clayton,8,0,0,8.06528961,0.031767208,0.01109858
90124487,MMC- Clayton,2,0,0,1.999408922,0.028158966,0.026518554
90124491,Casey,5,0,0,5.018259105,0.094712549,0.069354762
90124492,MMC- Clayton,3,0,0,3.006503936,0.04236401,0.092904876
90124499,Dandenong,1,0,0,1.069037826,0.088101709,0.023127187
90124502,Casey,5,0,0,5.073078453,0.081578382,0.034186055
90124502,MMC- Clayton,2,0,0,1.996893382,0.030355794,0.012722081
90124505,MMC- Clayton,8,0,0,8.043408618,0.087167193,0.007370256
90124508,Casey,11,2,18,11.04796954,2.04150857,18.01591178
90124515,Dandenong,1,0,0,1.069894507,0.041597438,0.087958399
90124517,Dandenong,4,0,0,4.048251057,0.016478175,0.034830193
