Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90124439,Casey,10,0,0,10.00338825,-0.000100191,-0.000197236
90124439,Dandenong,4,0,0,4.007542352,-0.000127927,0.003236524
90124440,Casey,26,0,0,26.00050534,0.005711907,0.006009491
90124441,Casey,7,0,0,7.008797926,-7.4706E-05,0.000674549
90124443,Casey,3,0,0,3.003714125,0.001815219,0.00422064
90124445,Casey,6,0,0,6.005494676,0.004574688,0.00131879
90124446,Casey,6,0,0,6.006704985,0.00055484,0.003502795
90124446,Dandenong,1,0,0,1.007842177,0.001354698,0.007750152
90124447,Casey,7,0,0,7.006719549,0.002288358,0.002018563
90124447,Dandenong,5,0,0,5.002248779,-0.000445925,0.004922258
90124449,Casey,2,0,0,2.002005652,0.004214702,0.004583564
90124449,Dandenong,10,0,0,10.00326813,0.009333494,0.002696348
90124459,Dandenong,2,0,0,2.007919505,0.006798595,0.008781891
90124476,MMC- Clayton,8,0,0,8.0029348,0.002506835,0.003070498
90124487,MMC- Clayton,2,0,0,2.006600324,0.001275687,0.006619213
90124491,Casey,5,0,0,5.000963835,0.003417048,-4.42691E-05
90124492,MMC- Clayton,3,0,0,3.005313362,0.006382723,0.00041192
90124499,Dandenong,1,0,0,1.008194259,0.006709911,-0.000470225
90124502,Casey,5,0,0,5.007496912,0.009310499,0.001770998
90124502,MMC- Clayton,2,0,0,2.004353823,0.008855371,0.005908685
90124505,MMC- Clayton,8,0,0,8.009231259,2.69329E-05,0.007884834
90124508,Casey,11,0,0,11.00118667,0.003887949,0.003529485
90124515,Dandenong,1,0,0,1.00711533,0.004339299,0.008868143
