Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90097823,Casey,5,0,0,5.00404446,0.058435255,0.06206336
90097823,Dandenong,7,1,14,7.005988838,1.067617714,14.07327684
90097823,MMC- Clayton,4,0,0,4.000137801,0.009058101,0.049939613
90098181,MMC- Clayton,17,0,0,17.00559764,0.040989127,0.056888524
90098405,Casey,5,0,0,5.004977504,0.037760743,0.059715062
90098744,MMC- Clayton,23,0,0,23.00493052,0.03995771,0.061986875
90098753,Casey,7,1,14,7.000906956,1.077560022,14.06165658
90098792,MMC- Clayton,1,0,0,0.999996978,0.051295827,-0.001804842
90099597,MMC- Clayton,1,0,0,1.001406784,0.071660608,0.014503449
90099752,Dandenong,6,0,0,6.003491615,0.024302174,0.018880641
90099752,MMC- Clayton,12,0,0,12.00519868,0.015313205,0.01634564
90100013,Casey,9,0,0,9.004492474,0.066902632,0.076355966
90100582,Dandenong,7,0,0,7.00298013,0.052872891,0.015753827
90100582,MMC- Clayton,6,0,0,6.008176409,0.094438014,0.061127282
90101121,MMC- Clayton,2,0,0,2.009315321,0.057262075,0.013011533
90101122,MMC- Clayton,5,0,0,5.004185923,0.081775677,-0.003472412
90101219,Dandenong,2,0,0,2.008025815,0.054073491,0.00871414
90101274,Casey,24,1,4,24.00255494,1.034911426,4.008534797
90101274,MMC- Clayton,33,0,0,33.00166814,0.004555453,0.078163933
90102876,MMC- Clayton,2,0,0,2.008538064,0.089146627,0.056884569
90102895,Casey,1,0,0,1.005364087,0.084779696,0.074210759
90102895,Dandenong,5,0,0,5.005579144,0.048990989,0.048084271
90103211,MMC- Clayton,1,0,0,1.008050899,0.054742653,0.051942285
90103318,Casey,23,2,8,23.0038234,1.998081656,8.011998272
90104011,Casey,8,2,25,8.00860697,2.015673936,25.02062321
90104011,Dandenong,5,1,20,5.002464006,1.01634443,20.05493392
90104797,Casey,5,0,0,5.003985629,0.090297877,0.039494888
90104880,Dandenong,3,0,0,3.001687366,0.069885708,0.038856169
90104983,MMC- Clayton,2,0,0,2.006364236,0.07957971,0.022440195
90105952,Casey,3,1,33,3.005306134,1.015736754,33.07658838
90107017,Dandenong,3,1,33,3.005756053,1.028463335,33.03546497
90107514,MMC- Clayton,18,0,0,18.00565625,0.055712706,0.045197953
90107765,Dandenong,7,0,0,7.000740962,0.022763717,0.04129082
90108333,MMC- Clayton,1,0,0,1.002041123,-0.001753511,0.063802112
90109083,Dandenong,2,0,0,2.003406338,0.061394074,-0.003133702
90109179,Casey,2,0,0,2.002045872,0.024175636,0.042249181
90109179,Dandenong,1,0,0,0.999511992,0.052211403,0.053393759
90109179,MMC- Clayton,6,0,0,6.005154566,0.017193315,0.044389583
90109536,Casey,3,0,0,3.008623544,0.049847659,0.021359855
90110663,MMC- Clayton,1,0,0,1.006432869,0.089569312,0.024964707
90111201,MMC- Clayton,1,0,0,1.002088275,0.07258398,0.018415284
90111234,Casey,1,0,0,1.004800963,0.062077889,0.024470518
90111258,Casey,1,0,0,1.009093037,-0.004107903,0.0299069
90111262,MMC- Clayton,1,1,100,1.008315401,1.025026,100.0092569
90111265,Casey,1,0,0,1.003038916,0.008148677,0.027190082
90111526,MMC- Clayton,2,0,0,2.002547227,0.080457735,0.018164954
90112083,Casey,3,0,0,3.006653767,0.058629312,0.054647338
90112361,Dandenong,2,0,0,2.00084362,0.08690181,0.09007975
90112578,Dandenong,3,0,0,3.007080031,0.075571378,0.018737698
90113108,Dandenong,3,0,0,3.001558143,0.090359596,0.041325804
90113108,MMC- Clayton,2,0,0,2.008471914,0.000418008,0.091813459
90113497,MMC- Clayton,14,0,0,14.0070259,0.09182853,0.006106637
90113883,Casey,11,0,0,11.00062653,0.068266363,0.060066453
90115768,Casey,3,0,0,3.004457219,0.056117808,0.055554507
90115768,MMC- Clayton,1,0,0,1.006797445,0.024130493,0.053764943
90115923,Dandenong,5,0,0,5.008102529,0.023057052,0.078799047
90116155,Casey,4,0,0,4.001664502,0.052709119,0.034841534
90116155,Dandenong,1,0,0,1.004041685,0.048001127,0.070864938
90116410,MMC- Clayton,1,0,0,1.005793401,0.084423214,0.049322895
90117588,Casey,7,0,0,7.000668663,0.055070133,0.053610927
90117588,Dandenong,3,0,0,2.999624059,0.081503167,0.004433707
90117588,MMC- Clayton,7,0,0,7.008114532,0.029611682,0.054421256
90117635,Casey,5,0,0,5.002486512,0.025152032,0.082624546
90118204,Dandenong,2,0,0,2.005432041,0.025391101,0.067110415
90118416,MMC- Clayton,11,0,0,11.00876684,0.080676303,0.042819207
90119011,Dandenong,1,0,0,1.001034689,0.022236968,0.062141358
90119011,MMC- Clayton,1,0,0,1.002317083,0.091148863,0.003949266
90119071,Casey,3,0,0,3.007297133,0.047363772,0.083015251
90119285,MMC- Clayton,8,0,0,8.00276893,0.039127649,0.036481341
90119577,MMC- Clayton,43,1,2,42.9996105,1.087778824,2.015506083
90119715,Casey,4,1,25,3.999671172,1.061901677,25.05336302
90119742,Casey,4,0,0,4.005875064,0.051619272,0.006401937
90119742,Dandenong,5,1,20,5.008734285,1.090704314,20.05960747
90119823,MMC- Clayton,12,1,8,12.00201469,1.032152702,8.054929215
90119848,MMC- Clayton,1,0,0,1.006350824,0.025016332,0.077379689
90119860,Casey,1,0,0,1.004572019,0.074969622,0.0003893
90119860,MMC- Clayton,2,1,50,2.008338926,1.028700681,50.02211022
90119901,MMC- Clayton,5,0,0,5.007104318,0.072955394,0.004067667
90119988,Dandenong,1,0,0,1.002005613,0.070387775,0.065697974
90119988,MMC- Clayton,4,0,0,4.003930912,0.044757652,0.083342546
90121871,MMC- Clayton,2,0,0,2.001854287,-0.000699644,0.028296568
90122677,Casey,2,0,0,2.008976144,-0.000952393,0.006340541
90122677,MMC- Clayton,32,1,3,32.00627655,1.089008032,3.092691147
90123231,Casey,7,0,0,7.006229451,0.079326615,0.067094002
90123234,Casey,1,0,0,1.003437354,0.066311919,0.085916275
90123243,Casey,3,0,0,3.006222095,0.031386697,0.018882191
90123249,MMC- Clayton,8,0,0,8.005142674,0.086443762,0.006352821
90123255,Casey,3,0,0,3.005764216,0.013458302,0.003670383
90123258,Casey,3,1,33,3.004224805,1.050206878,33.04509072
90123261,Casey,3,0,0,3.006286154,0.046039847,0.033996491
90123262,Casey,8,0,0,8.003316498,0.066906723,0.00692785
90123265,Casey,5,0,0,5.004464345,0.043590597,0.068993202
90123274,Casey,5,0,0,4.999693269,0.036824143,0.023055663
90123274,Dandenong,4,1,25,4.002917283,1.094697856,25.05462029
90123284,Casey,4,0,0,4.004271984,0.094221091,0.036668404
90123295,Casey,1,0,0,1.004130854,0.091990353,0.058082718
